response_to,user,timestamp,comment,likes,replies_attracted,channel
Japanese Reviews Singapore's UNI Restaurant | Uni Gallery,veeshoe,7 months ago,"Pricey but have always wanted to try sea urchin. I can do the uni chirashi don for a one time experience, lol. Will make a trip to Uni Gallery soon, thanks for the recommendation!",31,,GO
Japanese Reviews Singapore's UNI Restaurant | Uni Gallery,Sadistmy,7 months ago,Looks like u could fall into a Uni-Coma after this tasting lol.,22,View reply from Ghib Ojisan,GO
Japanese Reviews Singapore's UNI Restaurant | Uni Gallery,Hesed Wisdom,7 months ago,"The price is about the same same in Japan. Some high quality uni in Japan the uni rice cost more is about SGD$80.00
In Hokkaido and Ginza area . I travelled quite often to Japan n my favorite food is uni! So is a must eat dish everytime when I am in Japan",14,,GO
Japanese Reviews Singapore's UNI Restaurant | Uni Gallery,Guess Who,7 months ago,I will go try the food after i win 4d..😤,20,View 2 replies,GO
Japanese Reviews Singapore's UNI Restaurant | Uni Gallery,jason,7 months ago,"For that kind of quality food, I think price is reasonable.",16,,GO
Japanese Reviews Singapore's UNI Restaurant | Uni Gallery,Rain,7 months ago,Time to be a youtuber,6,View reply from Ghib Ojisan,GO
Japanese Reviews Singapore's UNI Restaurant | Uni Gallery,Jen LL,7 months ago,I have lost count of the number of wows said by Ghib in this video 😁,13,,GO
Japanese Reviews Singapore's UNI Restaurant | Uni Gallery,Janice L,7 months ago,I love going to this place! The uni is so good. It also has other affordable $20 plus set lunches actually.,11,View 8 replies from Ghib Ojisan and others,GO
Japanese Reviews Singapore's UNI Restaurant | Uni Gallery,Philip Lee,7 months ago,Wow! Wat can i say....nothing but lovely plated and delicious.,3,,GO
Japanese Reviews Singapore's UNI Restaurant | Uni Gallery,IZ The One,7 months ago (edited),It's on the expensive side but considering all those quality products are imported and carefully prepared it has to have those price tags. You looked like you enjoyed the meal. I'm pretty sure the one shot oyster is heavenly in the mouth. Thank you for the coverage and recommendation. Keep it up!,7,View reply,GO
Japanese Reviews Singapore's UNI Restaurant | Uni Gallery,Jane Doe,7 months ago,Ghib san getting invited to restaurant tastings! Hope you get more deals 😁,5,,GO
Japanese Reviews Singapore's UNI Restaurant | Uni Gallery,Zeon,7 months ago,This is the place to come to when on a date 🤩,7,View 4 replies,GO
Japanese Reviews Singapore's UNI Restaurant | Uni Gallery,yummyplant,7 months ago (edited),"It's abit funny. The boss kept peeping at you. 😛

The food look great tho!",2,,GO
Japanese Reviews Singapore's UNI Restaurant | Uni Gallery,のりっくNoric2020,7 months ago (edited),"日本でも中々食べられないウニが揃ってますね。
やはり、日本酒だよねぇ(笑)
しかし、最初から最後までニコニコでしたね。",9,View 2 replies,GO
Japanese Reviews Singapore's UNI Restaurant | Uni Gallery,normi shinanto,7 months ago,"You so famous now, can have your own tv channel as food & travel ambassador😁",11,,GO
Japanese Reviews Singapore's UNI Restaurant | Uni Gallery,CraftySalvager,7 months ago,Eating FREE uni oh my goodness!,3,View 3 replies,GO
Japanese Reviews Singapore's UNI Restaurant | Uni Gallery,ザクザクお宝,7 months ago,日本で食べているのと変わらないんですね〜。すげ〜なシンガポール👍日本に居るのにこんな高級なの食べた事ないんですけど😰,7,,GO
Japanese Reviews Singapore's UNI Restaurant | Uni Gallery,Donoven Chris,7 months ago,Everything look so Yummy n Delicious  going there soon .👍👍👍👍👍👍🤤🤤🤤,3,View reply from Ghib Ojisan,GO
Japanese Reviews Singapore's UNI Restaurant | Uni Gallery,Lunarietty,7 months ago (edited),You're making me hungryyyy Q_Q and I know I don't have it in me to spend that much on food,9,,GO
Japanese Reviews Singapore's UNI Restaurant | Uni Gallery,SALLY姉さん,7 months ago,"少し高いけど、大粒の良質なウニがシンガポールで食べられるんですね。素敵な店！
キッチンでの調理とても面白かった。そして盛り付けも繊細できれいです。
お花が添えてあってちょっと南国風。　こういう動画楽しいです！",5,View reply,GO
Japanese Reviews Singapore's UNI Restaurant | Uni Gallery,lyhthegreat,7 months ago (edited),4:51 lol u looked like u were doing something bad,1,,GO
Japanese Reviews Singapore's UNI Restaurant | Uni Gallery,Add Herre,7 months ago,Gosh...*drool...drool*  The last dish and the bone marrow with caviar is a must try for me... Thank you for the video!,3,View 3 replies,GO
Japanese Reviews Singapore's UNI Restaurant | Uni Gallery,LemonStrike111,7 months ago,Also it's imported so it's expensive,5,,GO
Japanese Reviews Singapore's UNI Restaurant | Uni Gallery,Kevin A,7 months ago,"Ghib, i see you eat Cavier for 2nd time. French Restuarant and this Japanese Restuarant. Which is better?",2,DOWNLOAD,GO
"Hawkers After the Lock Down | Old Airport Road Food Centre, Singapore",Stackerinos,3 months ago (edited),Watching this Japanese man talk about my country is strangely interesting,177,View 8 replies,GO
"Hawkers After the Lock Down | Old Airport Road Food Centre, Singapore",しげさん,3 months ago,I wanna go to Singapore ASAP from Japan!! 🤤🤤🤤,67,,GO
"Hawkers After the Lock Down | Old Airport Road Food Centre, Singapore",_.peachy hexrts,3 months ago,aye I'm a Singaporean and the food at old airport road is so gudddd,51,View 9 replies,GO
"Hawkers After the Lock Down | Old Airport Road Food Centre, Singapore",Max Yam,3 months ago,"the area where the mosques, buddhist temples and churches are is also the red light district.",47,,GO
"Hawkers After the Lock Down | Old Airport Road Food Centre, Singapore",Incogni Two,3 months ago,No jippun lang lai liao? 😔,7,View 2 replies from Ghib Ojisan and others,GO
"Hawkers After the Lock Down | Old Airport Road Food Centre, Singapore",Oak Suwanphanich,3 months ago,"This is the Singapore I wanna explore~ local stuff. How is the weather there, Bangkok has been cloudy and rainy.",22,,GO
"Hawkers After the Lock Down | Old Airport Road Food Centre, Singapore",David Kok,3 months ago,Nam Sing Hokkien Mee is one of my fav as well!!... it's been a while,3,View 2 replies,GO
"Hawkers After the Lock Down | Old Airport Road Food Centre, Singapore",Kwong Hui Tan,3 months ago,"6:44 "" I don't know what to eat.""
i got this same question everyday! 😂😂😂",3,,GO
"Hawkers After the Lock Down | Old Airport Road Food Centre, Singapore",J NotinNYCanymore,3 months ago,I think you have discovered that Singapore really seems like just one big restaurant!  Maybe all of South East Asia like this?  When I was based in NYC I had two assistants that were from Thailand.  We used to poke fun at them for how food-centric they were.  They would start talking about lunch around 10:00am.  Sometimes I would go looking for a stapler or scotch tape and open up a drawer at their desk and it would be like a small 7/11.  Sauces/spices/dried snacks/plastic forks/napkins.  The special treat was when they would sometimes cook lunch for all of us....so GOOD.,21,View reply,GO
"Hawkers After the Lock Down | Old Airport Road Food Centre, Singapore",HELEN TAN,3 months ago (edited),15:23 These are containers provided by town council for the people living in the hdb flats to burn paper moneys as offerings to deities or deceased.,13,,GO
"Hawkers After the Lock Down | Old Airport Road Food Centre, Singapore",deanzaZZR,3 months ago,"Ghib flexing some Mandarin around the 7 minute mark, 日本小吃 👍",3,View reply,GO
"Hawkers After the Lock Down | Old Airport Road Food Centre, Singapore",Philson,3 months ago,Neko-chan need their own videos.,2,,GO
"Hawkers After the Lock Down | Old Airport Road Food Centre, Singapore",Edgar Lim,3 months ago,"The to-go-to hawker centre when you have friends aboard, apart from the usual touristy ones such has Newton and Lau Pa Sa",1,View reply,GO
"Hawkers After the Lock Down | Old Airport Road Food Centre, Singapore",Yi Lin Shiang,3 months ago,"""Eat here or takeaway?"" Is one sentence that is so refreshing to hear again",0,,GO
"Hawkers After the Lock Down | Old Airport Road Food Centre, Singapore",DyingUmbrellas,3 months ago (edited),"one of the best hawker centers in Singapore!! My grandmother used to live near here and I came here every Sunday to visit her. It was so noisy and hard to get round when they were working on the MRT... Dakota Crescent is also directly opposite, one of the oldest remaining residential estates in Singapore (though the buildings now stand almost empty.)",15,View reply,GO
"Hawkers After the Lock Down | Old Airport Road Food Centre, Singapore",I wannabuyplants,3 months ago,"Omg. Ghib-san's iconic HDB line is back!!! ""This is singapore's public housing. 80% of singaporeans live in this public housing"" 😂😂",1,,GO
"Hawkers After the Lock Down | Old Airport Road Food Centre, Singapore",JiGigantic Fishing,2 months ago,2:51 isnt peranakan food. It is traditional teochew food. =),1,View 2 replies from Ghib Ojisan and others,GO
"Hawkers After the Lock Down | Old Airport Road Food Centre, Singapore",Joshua Ng,3 months ago,Ghib's subtitles are getting more singlish like. nice,5,,GO
"Hawkers After the Lock Down | Old Airport Road Food Centre, Singapore",soulmojo7,3 months ago (edited),"9:25.. “can’t go wrong with anything that has ‘Tiong Bahru’ in its name”... Man, now that you’ve said it... you might be right!",9,View 2 replies,GO
"Hawkers After the Lock Down | Old Airport Road Food Centre, Singapore",pk ay,3 months ago,"Haha, anything with the word 'tiong bahru' added is good! Omg!",4,,GO
"Hawkers After the Lock Down | Old Airport Road Food Centre, Singapore",Vaibhav Kartik,3 months ago,"Hi Ghibsan, amazing video!! I have been a huge fan for a very long time 😃",15,View 2 replies,GO
"Hawkers After the Lock Down | Old Airport Road Food Centre, Singapore",Xunan Hou,3 months ago,"Thank you Ghib, I have always wanted to go here, and I was wondering which stalls are open hahaha",2,,GO
"Hawkers After the Lock Down | Old Airport Road Food Centre, Singapore",Happy 128,3 months ago,"8:47 that is ngo hiang, it is fatty ground pork seasoned with spice powder then wrapped in dried beancurd skins. It’s a popular side in lor mee",1,View reply,GO
"Hawkers After the Lock Down | Old Airport Road Food Centre, Singapore",Janelle,3 months ago,"smart choice to explore there.. I recommend this place to all my oversea friends.. I always said good food in spore, you need to withstand the heat.. as I wont recommend place with aircon.",1,,GO
"Hawkers After the Lock Down | Old Airport Road Food Centre, Singapore",中華傲訣,3 months ago,"These HDB buildings at Old Airport rd are from 1970’s , judging from the design. In the past we use metal gates ( old type) to close the door .",1,View reply,GO
"Hawkers After the Lock Down | Old Airport Road Food Centre, Singapore",Traverse the Globe,3 months ago,"Nice video Gib-san!
0:45 these are old HDB design, very different from the newer HDBs from, for example, Punggol.
This block, is 51 years old (you can find info from HDB Map Services)",1,,GO
"Hawkers After the Lock Down | Old Airport Road Food Centre, Singapore",Clay,3 months ago,"The uncle at the lor mee store is a freaking troll LOL! interacted with him a couple of times, always cracking jokes =X",4,View 2 replies,GO
"Hawkers After the Lock Down | Old Airport Road Food Centre, Singapore",ps prim,3 months ago,Yes...love the hawker food there,1,,GO
"Hawkers After the Lock Down | Old Airport Road Food Centre, Singapore",西山繭子,3 months ago,"ネコちゃん、ハトちゃんと呼ぶジブおじさんの声がとてもかわいかったです✨（笑）
ロティプラタが美味しいと聞いたので今度取り上げてほしいです！",4,View 2 replies,GO
"Hawkers After the Lock Down | Old Airport Road Food Centre, Singapore",NaRty,3 months ago,"Just to add on, on every level in the HDB, households of different racial groups are allocated to live side by side to promote racial harmony amongst Singapore's multi ethnic culture.",7,,GO
"Hawkers After the Lock Down | Old Airport Road Food Centre, Singapore",Sue,3 months ago,"Miss local Foods…
飯テロです‼️(笑)",3,View reply,GO
"Hawkers After the Lock Down | Old Airport Road Food Centre, Singapore",marvinjs,3 months ago,"14:47 when it's boring, neko-chan is here to make things interesting wkwkwk",0,,GO
"Hawkers After the Lock Down | Old Airport Road Food Centre, Singapore",Galen Chua,3 months ago,Huat Ah Ghib-San! Yes! You are out exploring Singapore. Thank you for always letting us see another side of Singapore. 😁🤘,8,View reply,GO
"Hawkers After the Lock Down | Old Airport Road Food Centre, Singapore",Frederick Wong,3 months ago,Can try Adam's Road hawker and chomp chomp at serangoon garden,4,,GO
